payment_type,profit_per_order,sales_per_customer,category_id,category_name,customer_city,customer_country,customer_id,customer_segment,customer_state,customer_zipcode,department_id,department_name,latitude,longitude,market,order_city,order_country,order_customer_id,order_date,order_id,order_item_cardprod_id,order_item_discount,order_item_discount_rate,order_item_id,order_item_product_price,order_item_profit_ratio,order_item_quantity,sales,order_item_total_amount,order_profit_per_order,order_region,order_state,order_status,product_card_id,product_category_id,product_name,product_price,shipping_date,shipping_mode,label,late_risk,on_time,day_for_shipping,order_date_count,shipping_date_count
PAYMENT,65.529686,272.98,17.0,Cleats,Caguas,Puerto Rico,3998.587,Consumer,PR,725.0,4.0,Apparel,18.283358,-66.37061,LATAM,Benghazi,Dominican Republic,3746.3147,2015-07-07,1033.3651,365.0,23.4,0.07,2587.5364,59.99,0.25,5.0,299.95,263.96127,64.35682,Caribbean,Saxony-Anhalt,PENDING_PAYMENT,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2015-08-06,Standard Class,-1,0,1,30,35,18
DEBIT,35.444065,74.97,46.0,Indoor/Outdoor Games,Caguas,Puerto Rico,200.22781,Consumer,PR,725.0,7.0,Fan Shop,18.232498,-66.03706,Europe,Carrefour,China,200.22002,2017-06-25,65719.42,1014.0,24.0,0.25,164137.97,49.98,0.46,2.0,99.96,78.04524,39.36066,Southern Europe,Tuscany,COMPLETE,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2017-09-19,First Class,1,1,0,86,18,10
TRANSFER,-58.683605,89.79216,33.201733,Crafts,Revere,EE. UU.,3159.7822,Consumer,CA,95609.07,6.0,Outdoors,38.38221,-122.236374,Pacific Asia,Sydney,Australia,3185.8743,2016-01-17,26126.309,835.0,27.288897,0.25,64900.76,19.53449,-0.67,5.0,119.97,84.983734,-36.160225,Oceania,New South Wales,PENDING,792.0,30.0,TaylorMade White Smoke IN-12 Putter,19.99,2016-02-10,Second Class,1,1,0,24,14,13
PAYMENT,85.31752,173.99,48.0,Water Sports,Caguas,Puerto Rico,3774.5322,Home Office,PR,725.0,7.0,Fan Shop,18.24372,-66.370605,USCA,New York City,United States,3706.796,2016-05-12,35399.15,1073.0,20.8,0.12,87141.53,199.99,0.48,1.0,199.99,179.99,91.03269,East of USA,New York,PENDING_PAYMENT,1073.0,48.0,Pelican Sunstream 100 Kayak,199.99,2016-05-31,Standard Class,-1,0,1,19,34,9
TRANSFER,1.6490184,45.484146,46.0,Indoor/Outdoor Games,San Jose,EE. UU.,4756.5234,Corporate,FL,33071.516,7.0,Fan Shop,26.173542,-80.25684,LATAM,Manaus,Brazil,4590.506,2015-04-09,6192.9673,1014.0,6.0,0.1,14399.356,49.98,-0.14438948,1.0,49.98,46.48,2.9469497,South America,Amazonas,PROCESSING,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2015-06-10,Second Class,0,0,0,62,20,19
DEBIT,-59.402725,379.98,45.0,Fishing,Honolulu,EE. UU.,6501.2383,Home Office,CA,95018.48,7.0,Fan Shop,37.629345,-121.87926,LATAM,Santiago de Chile,Thailand,6208.039,2017-03-04,54435.844,1004.0,21.593147,0.05,138630.2,399.98,-0.22,1.0,399.98,379.98,-65.27558,Central America,San Salvador,COMPLETE,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2017-03-10,Standard Class,0,0,0,6,27,10
PAYMENT,-33.886402,272.98,17.0,Cleats,Caguas,Puerto Rico,7469.3926,Corporate,PR,725.0,4.0,Apparel,18.24156,-66.370575,USCA,Redmond,United States,7471.783,2016-06-05,36367.703,365.0,9.1,0.04,91106.74,59.99,-0.11,5.0,299.95,283.48,-40.493904,North Africa,Bihar,PENDING_PAYMENT,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2016-08-03,First Class,1,1,0,59,16,19
TRANSFER,86.98803,191.98863,48.0,Water Sports,Bayamon,EE. UU.,11997.685,Consumer,TX,77089.8,7.0,Fan Shop,33.058647,-99.42184,USCA,Pasig,United States,11971.067,2016-03-26,35385.062,1073.0,11.0,0.06,88571.79,199.99,0.47,1.0,199.99,188.93314,91.90153,West of USA ,Arizona,PENDING,1073.0,48.0,Pelican Sunstream 100 Kayak,199.99,2016-06-17,Standard Class,1,1,0,83,21,24
DEBIT,-20.276505,124.5,18.0,Men's Footwear,Granada Hills,EE. UU.,6658.4375,Home Office,NJ,2825.4565,4.0,Apparel,40.74623,-74.038506,Pacific Asia,Gold Coast,Australia,6610.22,2015-01-24,19081.287,403.0,2.4,0.03,47234.26,129.99,-0.22,1.0,129.99,126.09,-14.854297,Oceania,Queensland,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2015-04-19,Standard Class,0,0,0,85,10,17
TRANSFER,7.3598022,10.357731,59.0,CDs ,El Monte,EE. UU.,12253.213,Consumer,CA,91591.4,9.0,Discs Shop,33.985992,-116.98567,Europe,Naples,Italy,12309.846,2017-08-06,69000.45,1073.0,4.0,0.18,172488.67,11.54,0.47,1.0,11.406322,10.250008,11.217727,Southern Europe,Campania,PENDING,1348.0,59.20604,CDs of rock,11.54,2017-10-26,Standard Class,-1,0,1,81,26,4
TRANSFER,75.42537,173.99,76.0,Women's Clothing,Marion,EE. UU.,19011.594,Corporate,CA,95275.445,4.0,Apparel,37.31906,-121.90086,Pacific Asia,Bangkok,Thailand,18846.23,2017-12-04,74231.984,1363.0,42.58993,0.18,177507.58,293.04,0.45,1.0,210.63422,179.93839,78.65191,Southeast Asia,Bangkok,PENDING,1363.0,76.0,Summer dresses,199.99,2017-12-09,Second Class,0,0,0,5,10,12
TRANSFER,94.02049,247.45119,17.0,Cleats,Caguas,Puerto Rico,11264.865,Corporate,PR,725.0,4.0,Apparel,18.227686,-66.370575,LATAM,Santo Domingo,Dominican Republic,11141.343,2015-02-23,6810.6475,365.0,53.99361,0.2,17402.2,59.99,0.38,5.0,299.95,239.98,93.85351,Caribbean,Santo Domingo,PROCESSING,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2015-04-23,First Class,1,1,0,59,16,19
CASH,45.081345,102.23993,29.0,Shop By Sport,Caguas,Puerto Rico,1710.6584,Home Office,PR,725.0,5.0,Golf,18.21406,-66.37053,Europe,Hasselt,Iraq,1854.152,2017-04-24,65455.668,627.0,15.0,0.15,162387.39,39.99,0.46,3.0,100.0,99.65346,43.69872,Western Europe,Hainan,CLOSED,627.0,29.0,Under Armour Girls' Toddler Spine Surge Runni,39.99,2017-06-22,First Class,1,1,0,59,27,6
PAYMENT,114.51169,272.98,43.0,Camping & Hiking,Bellingham,EE. UU.,8314.45,Consumer,CA,92345.98,7.0,Fan Shop,35.9145,-118.439575,LATAM,Santiago de Chile,Chile,8590.421,2015-02-26,3951.1492,957.0,36.0,0.12,9661.532,299.98,0.44,1.0,299.98,269.96323,110.76907,South America,Santiago de Chile,PENDING_PAYMENT,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.98,2015-03-05,Standard Class,1,1,0,7,18,11
TRANSFER,52.300488,124.544556,18.0,Men's Footwear,Caguas,Puerto Rico,1787.5925,Corporate,PR,725.0,4.0,Apparel,18.248047,-66.37056,Pacific Asia,Bur Sudan,Australia,1979.1096,2016-03-05,30688.014,403.0,2.5,0.01,78328.2,129.99,0.39,1.0,129.99,130.4919,55.0791,Oceania,British Columbia,PROCESSING,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2016-03-10,Standard Class,0,0,0,5,13,23
PAYMENT,-268.2661,173.99,24.0,Women's Apparel,Porterville,EE. UU.,9868.792,Consumer,MD,27747.719,5.0,Golf,39.51302,-77.50619,Pacific Asia,Bandung,Indonesia,9774.986,2015-11-15,24296.53,502.0,26.0,0.15,62485.19,50.0,-1.65,4.0,199.99,169.99522,-262.68842,Southeast Asia,West Java,PENDING_PAYMENT,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2015-12-26,Second Class,1,1,0,41,9,14
PAYMENT,55.308296,175.95857,48.0,Water Sports,Caguas,Puerto Rico,7791.3164,Consumer,PR,725.0,7.0,Fan Shop,18.270603,-66.37054,Africa,Johannesburg,South Africa,8021.7085,2017-04-15,47183.84,1073.0,23.4,0.12,117442.71,199.99,0.33,1.0,199.99,179.99,57.41142,Southern Africa,Gauteng,PENDING_PAYMENT,1073.0,48.0,Pelican Sunstream 100 Kayak,199.99,2017-08-28,Standard Class,1,1,0,135,25,10
TRANSFER,29.993044,126.09,18.0,Men's Footwear,Germantown,EE. UU.,7827.4517,Consumer,CA,92025.695,4.0,Apparel,33.13434,-115.17241,Europe,Bolzano,France,7781.3154,2015-05-29,10844.707,403.0,0.53921664,0.01,25997.723,129.99,0.25,1.0,129.99,128.17279,27.540754,Western Europe,Pays de la Loire,PROCESSING,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2015-07-08,First Class,1,1,0,40,16,24
TRANSFER,25.506874,112.48402,18.0,Men's Footwear,Winnetka,EE. UU.,9202.967,Consumer,CA,90732.086,4.0,Apparel,33.961033,-117.914536,LATAM,Tegucigalpa,Uzbekistan,9233.013,2016-11-22,53325.332,403.0,17.99,0.15,132960.06,129.99,0.25,1.0,129.99,114.34939,30.249397,South America,Holguin,PROCESSING,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2017-03-14,Second Class,1,1,0,112,15,18
TRANSFER,75.64718,213.421,46.0,Indoor/Outdoor Games,Caguas,Puerto Rico,2260.2766,Consumer,PR,725.0,7.0,Fan Shop,18.288733,-66.37054,USCA,San Jose,United States,2091.973,2016-04-08,34225.46,1014.0,16.5,0.07,87093.484,49.98,0.35,5.0,249.9,232.76,69.743256,West of USA ,California,PROCESSING,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2016-09-07,Standard Class,1,1,0,152,16,19
DEBIT,31.056274,198.49959,48.0,Water Sports,Hanford,Puerto Rico,9125.916,Consumer,PR,6457.6045,7.0,Fan Shop,18.359198,-66.37053,LATAM,Toluca,Mexico,8988.427,2017-04-07,56641.586,1073.0,2.0,0.01,142197.42,199.99,0.14,1.0,199.99,195.98875,31.932343,Central America,Mexico,COMPLETE,1073.0,48.0,Pelican Sunstream 100 Kayak,199.99,2017-04-16,Standard Class,0,0,0,9,19,23
DEBIT,13.991081,90.963486,24.0,Women's Apparel,Madera,EE. UU.,4405.699,Corporate,TX,78565.74,5.0,Golf,31.546959,-98.61741,USCA,Pasig,United States,4262.4346,2016-05-11,32601.465,502.0,6.0,0.05,84083.2,50.0,0.19,2.0,100.0,94.48715,18.065569,West of USA ,California,COMPLETE,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2016-06-11,Second Class,1,1,0,31,9,15
DEBIT,11.239026,43.953793,24.0,Women's Apparel,Tonawanda,EE. UU.,12057.748,Consumer,CA,92022.95,5.0,Golf,34.035,-119.11196,USCA,Odense,United States,12012.805,2016-07-22,38752.58,502.0,4.8,0.09,96115.164,50.0,0.27,1.0,50.0,45.491936,10.643114,West of USA ,Arizona,COMPLETE,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2016-09-06,Standard Class,1,1,0,46,12,12
DEBIT,16.248207,185.99,17.0,Cleats,Oviedo,EE. UU.,4750.0044,Consumer,MI,60120.242,4.0,Apparel,42.076263,-84.45599,LATAM,Bom Jesus da Lapa,Brazil,4349.155,2015-03-26,5774.752,365.0,5.4,0.03,15045.312,59.99,0.09,3.0,179.97,181.9475,16.012793,South America,Bahia,COMPLETE,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2015-03-30,Standard Class,1,1,0,4,20,10
CASH,7.2036295,33.04511,75.0,Video Games,Caguas,Puerto Rico,20267.91,Consumer,PR,725.0,9.0,Discs Shop,18.237991,-66.037056,Pacific Asia,Granollers,China,20259.852,2018-01-19,76631.695,1362.0,7.5,0.18,179940.42,34.99,0.25,1.0,39.75,31.008152,7.5636387,Eastern Asia,Guangdong,CLOSED,1362.0,75.0,Fighting video games,39.99,2018-01-26,Standard Class,1,1,0,7,7,7
PAYMENT,58.87725,168.92358,48.0,Water Sports,Caguas,Puerto Rico,325.69644,Consumer,PR,725.0,7.0,Fan Shop,18.270922,-66.37061,LATAM,Timisoara,Ireland,297.975,2017-03-09,56705.84,1073.0,32.0,0.16,141376.28,199.99,0.35,1.0,199.99,170.95111,57.423016,West Asia,Mures,PENDING_PAYMENT,1073.0,48.0,Pelican Sunstream 100 Kayak,199.99,2017-04-07,Second Class,0,0,0,29,21,26
PAYMENT,117.1042,363.98,9.0,Cardio Equipment,Wilmington,EE. UU.,4957.2197,Consumer,CT,12427.188,3.0,Footwear,38.58346,-77.13344,Europe,Berlin,Germany,4914.056,2015-01-10,11183.862,191.0,27.0,0.07,27209.777,99.99,0.35,4.0,361.69443,359.98,122.36232,Western Europe,Berlin,PENDING_PAYMENT,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.99,2015-05-23,Standard Class,1,1,0,133,13,9
DEBIT,58.757717,115.013054,18.0,Men's Footwear,Caguas,Puerto Rico,7411.748,Consumer,PR,725.0,4.0,Apparel,18.230427,-66.370544,Europe,Bridgetown,France,7577.838,2017-06-01,63041.402,403.0,9.1,0.1,158587.7,129.99,0.48,1.0,129.99,116.06897,61.502377,Western Europe,Guangdong,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2017-07-19,Second Class,1,1,0,48,23,21
CASH,42.063198,120.89,24.0,Women's Apparel,Elyria,Puerto Rico,4002.3208,Home Office,PR,780.38885,5.0,Golf,18.260351,-66.04747,Pacific Asia,Daca,Bangladesh,4205.4053,2015-12-30,24173.197,502.0,30.0,0.18,61560.04,50.0,0.34,3.0,150.24332,123.49,38.69892,South Asia,Daca,CLOSED,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2016-01-12,First Class,1,1,0,13,18,20
PAYMENT,33.073574,110.16284,18.0,Men's Footwear,Caguas,Puerto Rico,1185.7961,Consumer,PR,725.0,4.0,Apparel,18.201664,-66.3706,Europe,Leeds,United Kingdom,1112.8274,2015-03-10,13040.831,403.0,17.278648,0.13,32677.188,129.99,0.27,1.0,129.99,113.09,33.810287,Northern Europe,England,PENDING_PAYMENT,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2015-07-21,Second Class,1,1,0,133,27,19
DEBIT,12.00421,36.468605,75.0,Video Games,Caguas,Puerto Rico,20127.809,Consumer,PR,725.0,9.0,Discs Shop,18.233404,-66.03706,Pacific Asia,Bangkok,Thailand,20226.479,2018-01-23,76635.54,1362.0,3.6,0.09,180031.89,36.98509,0.34,1.0,39.75,36.404766,12.628314,Southeast Asia,Bangkok,COMPLETE,1362.0,75.0,Fighting video games,34.99,2018-01-25,Second Class,1,1,0,2,5,11
TRANSFER,17.263803,47.01379,24.0,Women's Apparel,Ewa Beach,EE. UU.,4688.7046,Corporate,WI,48163.44,5.0,Golf,42.94601,-90.1691,USCA,Detroit,United States,4894.086,2016-04-10,36422.777,502.0,2.6,0.04,93315.47,50.0,0.36,1.0,50.0,47.483418,14.919958,US Center ,Michigan,PENDING,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2016-06-04,Second Class,1,1,0,55,28,21
DEBIT,18.137747,48.88027,24.0,Women's Apparel,Caguas,Puerto Rico,2882.001,Consumer,PR,725.0,5.0,Golf,18.227568,-66.422165,Europe,Guantanamo,Italy,2920.5898,2015-07-13,12995.531,502.0,0.2596576,0.01,30821.15,50.0,0.36,1.0,50.0,48.997253,19.795805,Southern Europe,Veneto,COMPLETE,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2015-07-24,Standard Class,1,1,0,11,23,18
PAYMENT,13.070798,65.85157,17.0,Cleats,Rego Park,EE. UU.,2880.2385,Corporate,OH,45964.707,4.0,Apparel,40.841484,-83.01572,Pacific Asia,Surabaya,Indonesia,3095.954,2016-01-19,27415.338,365.0,1.0380771,0.01,68746.78,59.99,0.25,1.0,59.99,64.03366,17.44794,Southeast Asia,East Java,PENDING_PAYMENT,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2016-03-10,Same Day,1,1,0,51,13,23
PAYMENT,-87.89685,324.93533,45.0,Fishing,Caguas,Puerto Rico,11225.366,Consumer,PR,725.0,7.0,Fan Shop,25.687328,-66.37063,LATAM,Nanyang,Panama,11191.102,2017-04-29,60617.77,1004.0,75.0,0.2,151170.23,399.98,-0.25,1.0,399.98,319.98,-74.56737,Central America,Panama,PENDING_PAYMENT,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2017-06-07,Second Class,1,1,0,39,19,7
PAYMENT,22.74158,104.43959,18.0,Men's Footwear,Caguas,Puerto Rico,11788.043,Corporate,PR,725.0,4.0,Apparel,18.289873,-66.37056,LATAM,Celaya,Mexico,11923.375,2017-07-15,56138.395,403.0,22.49988,0.18,143519.94,129.99,0.21,1.0,129.99,106.59,21.279827,Central America,Guanajuato,PENDING_PAYMENT,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2017-08-31,Standard Class,-1,0,1,47,22,19
DEBIT,29.428066,82.97505,26.0,Girls' Apparel,Sugar Land,EE. UU.,11336.585,Corporate,CA,92024.11,5.0,Golf,33.779354,-117.615364,Pacific Asia,Pearland,Australia,11331.537,2015-12-05,26498.12,502.0,1.0,0.01,63617.594,39.99,0.36,2.0,79.98,87.99413,31.798964,Oceania,Kocaeli,COMPLETE,578.4421,24.0,TYR Boys' Team Digi Jammer,39.99,2016-02-01,Second Class,1,1,0,58,16,14
PAYMENT,21.945318,44.986073,37.0,Electronics,Fullerton,EE. UU.,8687.846,Corporate,NY,11217.345,6.0,Outdoors,41.79482,-74.450714,LATAM,Kendari,Mexico,8414.972,2017-04-07,55725.402,822.59393,0.0,0.0,139387.44,50.0,0.48,1.0,49.98,44.0,21.125267,Central America,Olomouc,PENDING_PAYMENT,808.95514,42.147728,Columbia Men's PFG Anchor Tough T-Shirt,50.0,2017-04-09,Second Class,1,1,0,2,19,9
PAYMENT,-118.868286,299.98428,45.0,Fishing,Modesto,EE. UU.,7959.143,Consumer,IL,60620.926,7.0,Fan Shop,41.726837,-89.196976,LATAM,San Salvador,El Salvador,7777.9395,2015-12-30,2477.6187,1004.0,100.0,0.25,6485.9746,399.98,-0.3624678,1.0,399.98,299.97882,-104.99895,Central America,San Salvador,PENDING_PAYMENT,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2016-02-21,Standard Class,-1,0,1,53,18,10
TRANSFER,-141.63768,154.97545,46.0,Indoor/Outdoor Games,Caguas,Puerto Rico,34.569386,Consumer,PR,725.0,7.0,Fan Shop,33.457237,-66.069466,Europe,Dos Quebradas,Germany,45.391937,2015-02-05,19986.77,1014.0,3.1697457,0.02,50282.492,49.98,-0.8,3.0,159.91367,163.99,-133.80984,Western Europe,Bavaria,PROCESSING,1014.0,46.0,O'Brien Men's Neoprene Life Vest,49.98,2015-04-09,Same Day,1,1,0,63,8,19
TRANSFER,-36.86588,123.49,18.0,Men's Footwear,Caguas,Puerto Rico,3217.87,Consumer,PR,725.0,4.0,Apparel,18.268726,-66.37058,Pacific Asia,Rangoon,Myanmar (Burma),3166.7214,2015-07-18,23624.203,403.0,3.0,0.02,60799.297,129.99,-0.22956693,1.0,129.99,126.09,-24.459723,Southeast Asia,Yangon,PROCESSING,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2015-10-10,First Class,1,1,0,84,29,18
DEBIT,-71.27121,339.97278,13.0,Boxing & MMA,Brooklyn,EE. UU.,10591.433,Consumer,OH,37553.285,3.0,Footwear,40.579144,-81.483955,LATAM,Tijuana,Ireland,10678.517,2017-03-24,55913.914,191.0,19.991076,0.06,137858.39,84.4,-0.23,4.0,299.98,335.98,-70.030495,Central America,Federal District,COMPLETE,276.0,13.0,Men's gala suit,99.99,2017-04-23,Standard Class,-1,0,1,30,25,26
DEBIT,2.493132,63.935722,17.0,Cleats,Vallejo,EE. UU.,1177.4716,Consumer,CA,95652.83,4.0,Apparel,39.280537,-122.07107,Europe,Dudley,Germany,1329.2328,2017-10-04,66059.52,365.0,0.0,0.0,167010.88,59.99,0.02,1.0,59.99,57.59,3.1628995,Western Europe,Esteli,COMPLETE,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2017-10-07,First Class,1,1,0,3,18,8
CASH,11.704351,181.9618,48.0,Water Sports,Orlando,EE. UU.,912.21136,Corporate,CA,91765.62,7.0,Fan Shop,32.833817,-117.23006,USCA,Houston,United States,839.34076,2016-03-09,31897.693,1073.0,9.0,0.05,78318.305,199.99,-0.32627973,1.0,199.99,191.97092,12.306659,US Center ,Texas,CLOSED,1073.0,48.0,Pelican Sunstream 100 Kayak,199.99,2016-05-03,Standard Class,1,1,0,55,16,15
DEBIT,30.867466,126.09,18.0,Men's Footwear,Caguas,Puerto Rico,1779.2354,Home Office,PR,725.0,4.0,Apparel,18.234268,-66.370514,LATAM,Khouribga,Mexico,1795.0557,2016-11-06,51075.18,403.0,0.0,0.0,126385.77,129.99,0.26,1.0,129.99,129.99,31.891357,Central America,Guerrero,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2017-01-02,First Class,1,1,0,57,15,12
PAYMENT,46.20578,195.98068,24.0,Women's Apparel,Hamtramck,EE. UU.,1269.3536,Consumer,CA,92802.27,5.0,Golf,35.57497,-119.00381,Europe,Bayamo,Germany,1333.3661,2015-08-18,16720.152,502.0,4.6341224,0.02,41992.75,50.0,0.21,4.0,200.0,197.1911,47.221542,Western Europe,North Rhine-Westphalia,PENDING_PAYMENT,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2015-09-01,Standard Class,0,0,0,14,24,14
TRANSFER,29.401323,79.97,24.0,Women's Apparel,Caguas,Puerto Rico,369.55176,Corporate,PR,725.0,5.0,Golf,18.288277,-66.04355,LATAM,Chennai,Mexico,329.9017,2015-04-14,6371.5635,502.0,15.6,0.15,15785.821,50.0,0.34,2.0,100.0,78.55617,28.440458,Central America,San Luis Potosi,PROCESSING,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,2015-05-21,First Class,1,1,0,37,19,20
PAYMENT,36.424377,165.98468,48.0,Water Sports,Rosemead,EE. UU.,4559.37,Corporate,IL,30281.197,7.0,Fan Shop,40.30286,-84.24042,Europe,Bilbao,Spain,4197.715,2015-04-16,10799.508,1073.0,31.99,0.18,24228.111,199.99,0.25,1.0,199.99,163.99,34.95609,Southern Europe,Luanda,PENDING_PAYMENT,1073.0,48.0,Pelican Sunstream 100 Kayak,199.99,2015-05-13,Same Day,1,1,0,27,29,19
DEBIT,101.318855,347.98,45.0,Fishing,South Richmond Hill,EE. UU.,8307.362,Consumer,NV,78044.914,7.0,Fan Shop,37.295288,-108.53093,Pacific Asia,Medellin,New Zealand,8551.297,2016-03-19,30932.598,1004.0,52.502007,0.13,76866.02,399.98,0.29,1.0,399.98,341.00433,98.01844,Oceania,Canterbury,COMPLETE,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2016-09-09,Second Class,1,1,0,174,17,13
TRANSFER,11.605848,116.99,37.0,Accessories,Caguas,Puerto Rico,1739.4921,Consumer,PR,725.0,6.0,Outdoors,18.260424,-66.370575,Pacific Asia,Perth,Australia,1720.9861,2015-04-13,25703.447,957.0,9.6,0.07,62615.89,24.99,0.08,5.0,129.99,118.29,14.667109,Oceania,Western Australia,PROCESSING,926.0,35.16586,Sports Books ,24.99,2015-09-02,Standard Class,0,0,0,142,24,23
TRANSFER,-18.985865,239.93019,17.0,Cleats,North Richland Hills,EE. UU.,11954.128,Corporate,MD,29724.973,4.0,Apparel,38.680454,-81.341805,LATAM,Guadalajara,Mexico,11888.671,2017-03-07,55961.195,365.0,0.0,0.0,139408.78,59.99,-0.2,4.0,239.96,237.56,-19.697584,Central America,Jalisco,PROCESSING,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2017-03-23,First Class,1,1,0,16,22,21
DEBIT,144.70743,379.98,62.667618,Cameras ,Caguas,Puerto Rico,13774.908,Consumer,PR,725.0,10.0,Technology,18.258951,-66.03637,Europe,Frankfurt,Germany,13597.47,2017-11-01,71558.93,1353.0,75.0,0.17,174622.69,452.04,0.42543828,1.0,452.04,377.98,141.16422,Western Europe,Hesse,COMPLETE,1349.0,59.0,Web Camera,452.04,2017-11-22,First Class,1,1,0,21,20,2
CASH,26.288956,239.98,69.897896,Health and Beauty,Caguas,Puerto Rico,18287.4,Corporate,PR,725.0,10.1769705,Fan Shop,18.21927,-66.04357,Pacific Asia,Handan,Filipinas,18501.928,2018-03-26,75932.97,1360.0,44.477818,0.15,179033.75,199.99,0.11,1.0,299.95,230.36,21.630424,Southeast Asia,Busan,CLOSED,1358.0,72.0,Garmin Approach S3 Golf GPS Watch,199.99,2018-08-23,First Class,1,1,0,150,2,1
PAYMENT,132.61282,383.98,45.0,Fishing,Raleigh,EE. UU.,4668.3647,Consumer,CA,91364.74,7.0,Fan Shop,33.666466,-117.08795,Europe,Nancy,Spain,4553.141,2015-08-16,14547.251,1004.0,22.5,0.05,36743.25,399.98,0.34,1.0,399.98,379.98,136.93962,Southern Europe,Djelfa,PENDING_PAYMENT,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.98,2015-08-17,Standard Class,-1,0,1,1,15,15
TRANSFER,-12.2720375,163.76794,29.0,Shop By Sport,Caguas,Puerto Rico,9311.96,Consumer,PR,725.0,5.0,Golf,18.245583,-66.37053,USCA,Los Angeles,United States,9247.07,2016-05-18,34692.168,627.0,0.0,0.0,90723.94,39.99,0.01,4.0,150.0,150.0,0.0,West of USA ,California,PROCESSING,627.0,29.0,Under Armour Girls' Toddler Spine Surge Runni,39.99,2016-06-25,Standard Class,-1,0,1,38,21,18
TRANSFER,114.06359,459.82797,9.0,Cardio Equipment,East Lansing,EE. UU.,843.3927,Consumer,CA,93003.0,3.0,Footwear,37.314857,-122.12395,LATAM,Saltillo,Mexico,723.7487,2017-03-20,55861.34,191.0,44.99,0.09,138072.67,99.99,0.26,5.0,499.95,450.49417,111.329346,Central America,Coahuila,PROCESSING,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.99,2017-04-14,Second Class,0,0,0,25,23,19
DEBIT,40.981102,132.24605,18.0,Men's Footwear,Lake Forest,EE. UU.,5110.2153,Consumer,CA,95117.37,4.0,Apparel,37.313442,-122.069534,LATAM,London,Mexico,5417.199,2017-01-17,53899.457,403.0,0.0,0.0,133073.61,129.99,0.3,1.0,129.99,129.99,44.638428,Central America,Federal District,ON_HOLD,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.99,2017-03-14,Standard Class,-1,0,1,56,13,18
CASH,-42.96518,175.99,17.0,Cleats,Caguas,Puerto Rico,4154.9863,Corporate,PR,725.0,4.0,Apparel,18.284187,-66.370605,Europe,Clichy,Italy,3952.9822,2015-07-20,13579.632,365.0,2.6733887,0.01,35950.07,59.99,-0.24,3.0,179.97,179.99,-37.76787,Southern Europe,Emilia-Romagna,CLOSED,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99,2015-07-26,Second Class,1,1,0,6,24,30
DEBIT,179.49864,387.90933,9.0,Cardio Equipment,Bountiful,EE. UU.,2295.4062,Consumer,CA,91949.54,3.0,Footwear,32.90333,-117.1161,LATAM,Bagneux,Brazil,2420.922,2015-03-26,3646.6045,191.0,17.499249,0.05,8746.337,99.99,0.46,4.0,399.98,387.98,179.558,South America,Sergipe,COMPLETE,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.99,2015-08-13,Second Class,1,1,0,140,20,24
